x,y
-9.84768,39.39072
3.0711180027929372,-37.67990431938012
-9.251023187041339,36.91158251629494
3.018178001484633,-36.300952817853414
-8.98819264510314,35.773006727510506
2.979956883433555,-35.29856853281403
-8.78151501398724,34.86261460552935
2.947894900430671,-34.45618442390115
-8.604398056320015,34.073416303027265
2.9194938482323645,-33.71022232462249
-8.446484574066334,33.363614067562025
2.893606708260079,-33.03132634033611
-8.302434545872538,32.71159211073781
2.8695926048349683,-32.403000359242135
-8.169059106460177,32.104402288388506
2.8470499724648577,-31.814847166920195
-8.044269667886411,31.533537098114746
2.825707307507762,-31.259794298856338
-7.926607902334721,30.993036898128775
2.8053707722241423,-30.732760687481242
-7.815006442019162,30.47852512387475
2.7858961877609243,-30.22994243118043
-7.708655269808328,29.986668999554414
2.767172823516665,-29.74839851578773
-7.606921756731742,29.51485641611918
2.749113422478156,-29.28579536239206
-7.509300134195889,29.06099151933811
2.7316477579775627,-28.840241465710783
-7.415378137776505,28.62335961181733
2.714718303432974,-28.410176025261904
-7.324814178825877,28.20053458847965
2.698277224689776,-27.994291428019935
-7.237321241663947,27.791313567989583
2.6822842320189557,-27.591477769629414
-7.152655228826749,27.394669526406474
2.666705009028008,-27.200782189794662
-7.070606336512393,27.009716205477368
2.6515100395305797,-26.821378443325532
-6.99099254787332,26.63568160739738
2.636673715574269,-26.452543714532872
-6.913654640000034,26.27188763200016
2.6221736483203952,-26.093640666184694
-6.838452294345083,25.917734195567895
2.60799012802325,-25.744103342275597
-6.765261025749138,25.572686677331774
2.5941056954301667,-25.403425955463717
-6.693969728354885,25.23626587589795
2.580504797692118,-25.071153866083865
-6.624478693005538,24.90803988570086
2.5671735092393457,-24.746876248658705
-6.556697989626983,24.58761746110122
2.554099303208206,-24.4302200736792
-6.49054613544832,24.274642546576754
2.541270862641883,-24.120845125962678
-6.425948989463644,23.96878973069943
2.5286779233043895,-23.81843984828111
-6.362838827712893,23.669760439092
2.516311141856853,-23.522717848181404
-6.301153564377633,23.377279723841056
2.5041619845566943,-23.233414942350542
-6.240836091439184,23.091093538325023
2.49222263269615,-22.950286640160268
-6.181833715480478,22.810966410123005
2.480485901795141,-22.673105988681453
-6.124097674650041,22.53667944271219
2.4689451721735076,-22.401661717255895
-6.067582722214416,22.26802859052695
2.4575943289981215,-22.135756631910503
-6.0122467657666725,22.004823162706064
2.4464277102664105,-21.875206219399477
-5.958050553223393,21.74688451926543
2.435440061474972,-21.6198374281207
-5.904957398369373,21.49404493006456
2.4246264959489388,-21.36948759905753
-5.85293294000065,21.246146572202406
2.4139824599884765,-21.12400352460361
-5.801944929748938,21.003040645691204
2.4035037021336865,-20.883240616905816
-5.751963044501093,20.764586590648996
2.393186245966069,-20.64706217041165
-5.702958720000042,20.5306513920002
2.3830263659595783,-20.415338705786407
-5.654905002761255,20.301108959912952
2.3730205659717547,-20.18794738439184
-5.607776417887629,20.07583957603776
2.363165560028982,-19.9647714841829
-5.561548850734925,19.854729397123734
2.3534582551123533,-19.745699929253913
-5.516199440685626,19.63767000884088
2.343895735694108,-19.530626866406912
-5.471706485543057,19.424558023677903
2.334475249810792,-19.319451283066176
-5.428049355269928,19.2152947176556
2.3251941964895932,-19.112076661659763
-5.385208413973318,19.009785701325868
2.3160501143697205,-18.90841066625884
-5.343164949188026,18.807940621141906
2.307040671382172,-18.708364857831484
-5.301901107636927,18.60967288780567
2.2981636553693754,-18.511854434946912
-5.261399836754507,18.414899428640833
2.2894169655416428,-18.31879799717417
-5.221644831351271,18.223540461415993
2.28079860468051,-18.129117328767336
-5.182620484875028,18.035519287365155
2.2723066720103238,-17.94273720052771
-5.144311844792142,17.850762101428792
2.26393935666907,-17.759585187989494
